business_id,labels
6s2qs,0 1 2 5
6s7t5,1 2 5 6
6sduz,0 2 5 6 8
6se3b,0 6 8
6sh64,1 2 3 5 6 8
6shkj,0 1 2 5 6 7
6sjog,1 2 5 6 8
6sojk,1 2 5 6
6ssbi,2 3 4 5 6 7
6syrf,1 2 4 5 6 7
6t8bw,2 3 5 6 8
6tfuj,1 2 3 5 6
6tiwr,1 2 5 6 7
6tk8y,0 1 2 3 5 6 8
6tkch,1 2 5 6 8
6tpq3,0 1 2 5 6 8
6tu39,1 2 5 6 7
6u1yf,1 2 3 5 6 8
6u8qq,1 2 5 6 8
6ud41,2 5 6 8
6uko9,1 2 5 6
6v4w3,0 2 6 8
6v6r4,1 2 3 4 5 6
6va1a,1 2 5 6
6veub,1 2 4 5 6 8
6vgxa,6 8
6vk9w,2 3 5 6 8
6vnop,0 6 8
6vsn3,0 1 2 6
6vtcj,2 5 6
6wdd9,2 3 5 6 8
6weau,1 2 5 6
6wfvn,1 2 4 5 6 7
6wg41,2 3 5 6 8
6whxy,0 1 2 5 6
6wn7z,0 1 2 5 6
6wwv4,1 2 5 6 8
6wzng,0 1 2 5 6
6x13c,1 2 5 6
6x391,0 1 2 4 5 6 8
6xea2,1 2 4 5 6 8
6xnlf,4 5 6 8
6xzwu,1 2 5 6
6y0hm,2 5 6 8
6y265,1 2 5 6
6yg21,1 2 5 6
6yjcg,1 2 3 5 6 8
6yjpe,0 1 2 5 6 8
6ylsc,2 5 6 8
6yqsc,2 3 4 5 6 7
6yuwr,2 5 6 8
6ywys,0 1 2 5 6 8
6yzfm,0 1 2 5 6
6z3ky,0 1 8
6zbls,1 2 4 5 6
6zfh7,1 2 4 5 6 7
6zh3n,1 2 3 5 6 8
6zk51,0 2 3 5 6 8
6zpnx,1 2 4 5 6 7
6zvk1,0 1 2 5 6 8
6zwry,0 1 2 5 6 7
7064k,1 2 3 5 6 8
706oj,0 1 2 5 7
708hd,1 2 5 6
709fn,1 2 5 6
70f7x,1 2 5 6
70t90,1 2 5 6 8
70tbd,2 5 6 8
70vae,2 3 5 6 8
71epo,0 1 2 4 5 6
71gd3,1 2 3 5 6
71jel,0 1 2 5 6 8
71jpp,1 2 5 6
71ka8,1 2 4 5 6
71lhv,0 1 2 5 6 8
71rfr,6 8
71t4z,1 2 5 6 8
71vnj,1 2 4 5 6 7
720ml,0 2 3 5 6 8
723jl,1 2 4 5 6 7
72dqz,1 2 3 5 6
72j30,2 5 6
72j7d,1 2 4 5 6
72ozk,0 1 2 8
72p84,1 2 3 4 5 6
72v4w,0 1 2 4 5 6
7328f,1 2 3 5 6
733jv,0 1 2 5 6 8
737sk,1 2 5 6 7 8
738qb,0 8
73fb2,1 2 5 6
73hbt,1 2 5 6 8
73moq,1 2 5 6 8
73nr7,1 2 3 4 5 6
73pc2,1 2 5 6 7
73pnc,1 2 5 6
73whe,1 2 5 6 7
73x96,1 2 5 6 8
743hh,1 2 4 5 6 7
747w0,0 1 2 5 6 8
74ecy,2 5 6
74iet,1 2 5 6 8
74p89,2 5 6
74wls,2 5 6
74wrj,1 2 4 5 6 7 8
750ds,1 2 5 6
756qq,2 3 5 6
75gcd,1 2 5 6 8
75gud,1 2 5 6 8
75h33,0 1 2 5 6 8
75q47,1 2 3 5 6 8
75qap,0 1 2 5 6
75rms,1 2 5 6
75u21,1 2 3 5 6
75yva,0 1 2 4 5 6 8
761cp,0 2 3 5 6 8
762ka,2 5 6 8
762nb,1 2 4 5 6
766cy,1 2 3 5 6 8
76dey,1 2 3 5 6 7
76dj2,0 1 2 5 6 8
76e76,1 2 4 5 6 7
76k63,0 1 2 5 6
76o31,1 2 5 6 8
76stz,1 2 4 5 6 7
76znu,1 2 3 4 5 6 7
771fw,1 2 5 6 8
77564,1 2 5 6
77agd,0 8
77dvz,0 1 2 8
77fh6,0 1 2 6 8
77t30,0 2 4 5 6 7
77vgt,1 2 4 5 6 7
77wtx,1 2 3 4 5 6 7
78fan,1 2 5 6 8
78j88,1 2 5 6
78jrs,6 8
78keb,1 2 3 5 6
78khd,1 2 4 5 6 7
78p3a,1 2 5 6 8
78s1g,1 2 4 5 6
78vve,1 2 5 6 8
78yg3,2 3 5 6 8
7900k,1 2 4 5 6 7
792hu,2 5 6 8
792ky,0 1 2 5 6
79cm1,0 2 5 6 7
79dmr,1 2 3 5 6
79ei3,1 2 5 6 8
79gmy,2 3 4 5 6 7 8
79gzl,2 3 5 6 8
79lsn,1 2 4 5 6 7
79mhb,0 3 8
79pqv,1 2 4 5 6
79r38,1 2 5 6
79ur1,1 2 4 5 6 7
7a3v1,2 5 6 8
7a3yq,1 2 5 6
7ab5g,1 2 3 5 6
7agpi,1 2 5 6
7aodh,2 3 5 6 8
7apg3,1 2 5 6 8
7ats1,0 5 6 8
7axib,2 4 5 6
7b4iw,0 2 3 5 6 7
7b6g9,1 2 4 5 6 7
7bavu,1 2 3 5 6 8
7bb30,1 2 4 5 6 7
7bcld,1 2 4 5 6 8
7bcy6,2 3 5 6 8
7bklq,2 5 6 8
7blnk,0 1 2 5 6
7bnm4,0 8
7bpr3,1 2 5 6 7
7bup7,1 2 5 6 7 8
7bzqx,1 2 5 6
7c3a9,6 8
7c9lj,0 1 2 5 6 8
7cfg6,2 5 6 8
7cjzs,2 5 6
7cm8h,1 2 5 6 8
7ctz8,1 2 5 6 8
7d1wp,0 2 3 5 6 7 8
7d9p9,1 2 5 6 8
7dcq1,1 2 3 4 5 6
7dk49,1 2 5 6 8
7dv82,0 2 5 6
7ecuo,0 2 3 5 6 8
7ehxb,1 2 5 6 8
7eqf0,0 5 6
7esys,1 2 4 5 6 8
7euvz,1 2 4 5 6 7
7ezae,2 5 6 8
7f1ea,0 1 4 5 6 8
7f24o,1 2 4 5 6
7f5n9,1 2 4 5 6 7
7f6yf,2 5 6 8
7fbe8,0 1 2 4 5
7fdxt,1 2 5 6 8
7fh50,2 5 6
7figc,3 5 6 8
7fkv6,0 8
7fm89,0 1 2 5 6
7fnr8,0 2 5 6
7fuqe,8
7fxa2,2 3 5 6
7fxft,0 1 2 3 5 6 8
7g54v,1 2 4 5 6 8
7g928,1 2 5 6 8
7g9o1,0 6 8
7gijk,2 5 6 8
7gqir,1 2 5 6
7gr7b,0 1 2 5 8
7gsmx,0 1 2 5 6
7gz8a,1 2
7hcql,1 2 5 6
7hgjj,0 1 2 4 5 6 7 8
7hsgr,1 2 3 5 6 8
7hzpp,2 5 6
7i6ly,1 2 3 4 5 6
7ibbz,1 2 5 6 8
7ig4a,1 2 5 6
7ilhq,2 5 6
7irkb,2 5 6 8
7j84w,0 1 2 3 5 6 8
7jjzv,1 2 5 6 7 8
7jk78,0 1 2 5 6
7jlp4,2 4 5 6
7jp4j,0 1 2 5 6 8
7jp8y,0 1 2 5 6 7
7junv,2 3 5 6
7jyn2,1 2 5 6
7jys0,0 8
7k4l0,0 1 2 5 6 8
7kivr,1 2 5 6
7kjzt,0 1 2 5 6
7knod,2 5 6 8
7kpdk,0 1 2 3 5 6
7kuqk,1 2 6 8
7kw2k,1 2 4 5 6 7 8
7kymy,0 3 4 5 7 8
7l3qq,0 1 2 5 6
7l81i,0 2 5 6 8
7lauh,2 3 5 6 8
7ld0u,1 2 5 6
7lkd5,0 1 2 4 5 6
7lujd,1 2 3 5 6 8
7lyih,1 2 3 5 6
7lyxb,1 2 3 5 6
7lzu7,1 2 5 6
7m2t6,0 2 5 6 8
7m6pz,1 2 3 4 5 6 8
7mcjz,0 8
7mix2,1 2 3 5 6 8
7mr0l,1 2 5 6 8
7mrsp,0 3 8
7mvbe,0 1 2 5 6
7myag,1 2 5 6 8
7mzuc,1 5 6 8
7n0lu,1 2 5 6 8
7n0wy,2 3 5 6 8
7n1ng,1 2 6
7n3zq,0 2 5 6 8
7ndz7,0 1 6 8
7nhy4,0 1 2 5 6
7nnjv,0 1 2 5 6 8
7nrhv,2 4 5 6 8
7nts3,2 5 6
7nzwg,2 3 5 6 8
7ocfw,2 5 6 8
7oe4x,1 2 3 5 6
7oeys,0 2 5 6 8
7on8c,1 2 5 6 7
7ostb,1 2 3 4 5 6
7ozas,1 2 4 5 6 8
7oziq,1 2 3 4 5 6 7
7p1f3,6 8
7pbs8,1 2 5 6 7
7pj83,1 2 3 5 6 8
7pl7a,1 2 4 6 7
7pvm6,6 8
7qr5j,2 5 6 7
7qteg,0 8
7qyva,0 6 8
7qzrf,1 2 3 4 5 6 7
7raoh,0 1 8
7rfse,1 2 5 6
7rjw4,1 2 4 5 6
7rt2m,2 3 5 6 8
7rwom,0 2 3 5 6 8
7s4mj,0 2 5 6
7sa4h,1 2 5 6 7 8
7sb5k,1 2 5 6 8
7sc21,1 2 5 6 7 8
7shoc,0 1 2 5 6
7syjq,2 3 5 6 8
7t6me,1 2 4 5 6 7
7tayv,2 5 6 8
7tch4,0 8
7tcnx,0 1 2 6
7tfzh,2 5 6 8
7th9r,0 1 8
7thfo,2 6 8
7trbb,0 6 8
7ts7x,5 6 8
7txde,1 2 4 5 6
7tzp1,1 2 5 6 8
7u29x,2 5 6
7u4qu,1 2 4 5 6 7
7u69k,2 5 6
7uigr,0 1 2 4 5 6 8
7umc8,1 2 4 5 6
7unwx,1 2 3 5 6 8
7uo1x,1 2 5 6 8
7ush2,1 2 4 5 6
7uwhd,1 2 3 4 5 6 7
7v3uo,1 2 5 6
7v8jp,1 2 5 6
7vcgj,1 2 5 6 7
7vcy1,0 1 2 5 6 8
7vd3u,1 2 5 6 7
7vfbv,0 8
7vhf3,1 2 5 6
7vkog,1 2 5 6
7vmbo,1 2 5 6 8
7vmqv,0 1 2 4 5 6
7vwbq,0 1 2 4 5 6 7
7w399,1 2 5 6 8
7w6g1,1 2 4 5 6
7w70k,1 2 5 6
7w8n9,2 3 5 6 8
7w96f,1 2 3 5 6 8
7wji3,0 1 2 4 5 8
7woc5,0 1 2 6 8
7wom7,0 2 5 6 8
7wpe3,1 2 4 5 6
7wt52,0 1 2 5 6 8
7x9fx,1 2 4 5 6 7
7xhg4,0 1 3 5 6
7xx13,1 2 5 6 7
7y4dz,1 2 3 5 6 8
7y7gr,1 2 4 5 6
7ygmc,2 3 5 6 8
7yldf,1 2 5 6 8
7ylj2,2 3 5 6 8
7yqzl,1 2 5 6
7ywkv,0 1 2 5 6 8
7zglg,0 1 2 5 6
7zh1i,0 1 2 5 6 8
7znls,0 1 2 8
80dw9,1 2 3 5 6 7
80fl9,1 2 3 5 6 8
80jjl,2 3 5 6
80kwh,2 3 5 6
80zuv,0 1 2 5 6 8
8159n,1 2 5 6 8
816ir,1 2 5 6 8
81g0d,0 1 2 5 6 8
81iwd,1 2 5 6 7 8
81luf,1 2 5 6
81lzj,2 5 6
81n4z,1 2 4 5 6
81nk3,1 2 3 5 6 8
81s5a,1 2 4 5 6
82iay,0 1 2 5 6 8
82khn,0 1 2 5 6 8
82rlu,1 2 5 6
82xzx,1 2 3 5 6 8
82yg1,1 2 5 6
83d9l,0 1 2 3 5 6
83hqp,0 5 8
83j1k,2 5 6 8
83jh6,1 2 3 5 6
83ncr,2 5 6 8
83pmh,0 2 5 6 8
83q9p,1 2 5 6 8
83sg4,2 5 6
83st5,1 2 4 5 6
83t6a,2 5 6 8
83toa,1 2 5 6 8
83xix,1 2 5 6 8
841jd,2 5 6 8
8438w,1 2 5 6 8
843sj,1 2 3 5 6 7 8
8440w,0 1 2 4 5 6 7
846d7,1 2 5 6 8
848tn,2 3 5 6 8
84a28,1 2 3 5 6
84nlm,0 3 8
84o5c,0 5 6 8
84o8y,0 1 2 5 6
84tny,1 5 6 7 8
854cd,2 3 5 6
854h4,6 8
855qg,0 2 5 6 7
85y6w,2 5 6 8
865rm,1 2 3 5 6
868on,1 2 3 5 6
86orh,1 2 3 5 6 8
86rhh,1 2 4 5 6
86x58,1 2 4 5 6 7
8723z,1 2 4 5 6 8
874fh,1 2 5 6
8796k,0 2 5 6 8
87i71,1 2 5 6 8
87j13,1 2 3 5 6 8
87nhf,0 2 5 6
87pj5,0 8
87wpw,0 1 2 5 6
87x7a,1 2 3 5 6
881qf,1 2 3 5 6 8
8882w,1 2 5 6 8
88b5a,1 2 5 6
88d3a,1 2 3 5 6
88fqq,2 6 8
88lv8,1 2 4 5 6 7
88m8c,1 2 5 6
88u5a,1 2 4 5 6 7
88ubl,0 8
88xhh,0 3 8
89f4g,2 6 8
89mp5,2 5 6
89rei,1 2 5 6
89s6l,1 2 5 6
89wgg,0 8
89xzy,0 1 2 4 5
8a1yw,0 1 2 4 5 6 8
8a86e,1 2 3 5 6 7
8aadn,0 1 2 5 6 8
8au2s,1 2 5 6 8
8av03,1 2 5 6
8avzw,1 2 4 5 6 7
8ay0y,0 8
8azm0,0 1 2 5 6
8b0fc,1 2 3 5 6 8
8b0iy,1 2 5 6 8
8b4zy,2 3 5 6 8
8b8ex,0 1 2 4 5 6 8
8bien,1 2 5 6
8boqd,1 2 5 6
8buan,0 5 6 8
8bvzw,1 2 3 5 6
8c73y,1 2 4 5 6
8c75a,2 3 5 6 8
8ca1l,0 5 6 8
8cdtx,2 5 6 8
8ce6l,1 2 4 5 6 7
8cfz2,1 2 3 4 5 6 7
8cgnx,1 2 5 6 8
8claj,0 3 5 8
8clly,0 2 5 6 8
8cu4b,1 2 5 6
8cw3u,0 8
8d5l6,2 3 5 6 8
8d854,1 2 5 6 8
8dbo3,0 5 8
8ditd,1 2 4 5 6 7 8
8dmv4,1 2 4 5 6 7
8e2qw,0 1 2 6 7 8
8e2wi,1 2 5 6 8
8e40k,1 2 5 6
8e5i1,1 2 5 6 8
8ekld,1 2 5 6 8
8ephc,1 2 3 5 6 8
8eu6d,1 2 4 5 6
8f2nn,1 2 4 5 6 8
8f5ai,1 2 5 6 7 8
8ff71,1 2 5 6 8
8fkyk,0 1 2 5 6 8
8fod2,0 1 2 5 6 8
8fqoi,1 2 5 6 7
8fwal,0 6 8
8g4fc,1 2 4 5 6 7
8g562,1 2 3 5 6
8g62h,1 2 4 5 6
8gee6,2 3 5 6 8
8go8v,0 2 5 6 8
8gr08,1 2 4 5 6 7
8h85j,1 2 3 5 6 8
8ha5o,5 6 8
8hk8b,0 8
8hki3,2 5 6
8hsmv,1 2 5 6 8
8htd6,1 2 4 5 6
8hu3s,1 2 5 6 8
8hyg5,0 1 2 5 6
8hzpg,1 2 5 6 7 8
8i1cn,1 2 3 5 6
8i7dh,2 4 6 8
8idho,1 2 5 6 8
8ifrw,1 2 4 5 6
8iidh,0 3
8ilj2,0 2 4 5 6 7
8j0cb,8
8j0rc,1 2 4 5 6 8
8j2mr,0 6 7 8
8j8ad,0 1 2 5 6 8
8j8v6,0 5 8
8jj8d,1 2 5 6 7 8
8jq2k,2 5 6
8jqja,2 3 5 6 8
8js9s,0 1 2 5 6
8jw73,1 2 4 5 6
8jwjj,1 2 4 5 6 7
8jycp,0 2 3 5 6 8
8k0kn,1 2 5 6
8krbp,1 2
8kshi,1 2 4 5 6 8
8l7ur,1 2 5 6 8
8l7yc,1 2 5 6 8
8lgh8,0 1 2 5 6
8lkj3,0 1 2 5 6 8
8m0oi,1 2 4 5 6 8
8m60o,0 1 2 5 6
8md0h,8
8meuv,2 3 5 6
8mgk8,1 2 5 6
8mnv9,1 2 4 5 6
8mp0u,0 1 2 5 6
8mrue,0 1 2 5 6 8
8n4w1,1 2 5 6
8n5zr,0 8
8n7bu,1 2 5 6
8nc4t,1 2 5 6 8
8nhso,0 2 6 8
8nr38,0 3 8
8o4eu,2 3 5 6 8
8oajk,1 2 5 6 7
8od6e,2 5 6 7 8
8odpp,1 2 4 5 6 7
8omsj,2 3 5 6 8
8op23,1 2 3 5 6
8op71,1 2 3 5 6
8osn0,2 5 6
8oui7,1 2 5 6 8
8owcb,1 2 5 6
8oz00,1 2 4 5 6
8p0je,3 5 6 8
8p33q,0 6 8
8p9qr,2 5 6 8
8paev,2 3 5 6
8pecm,1 2 5 6 8
8pg6g,0 1 2 5 6
8pj4y,0 6 8
8ppc7,1 2 3 5 6
8ptt4,0 1 2 5 6 8
8py6a,1 2 4 5 6
8pz13,1 2 5 6 8
8q53q,1 2 5 6
8q5iw,1 2 5 6
8qci5,1 2 5 7
8qi75,0 5 6 8
8qiru,2 3 5 6 8
8qj4z,1 2 5 6
8qmmb,1 2 5 6
8qpt8,1 2 5 6
8r1nw,1 2 5 6
8r6tt,2 5 6 7
8rcy7,1 2 5 6 7
8rj10,2 3 5 6 8
8rkkn,2 3 5 6 8
8rlgh,1 2 3 4 5 6 7
8rmxb,1 2 5 6 8
8rnoy,0 2 5 6 8
8rop1,1 2 3 5 6 8
8s1xk,0 1 2 5 6
8s8c6,1 2 4 5 6
8skx4,2 3 5 6 8
8sqjx,1 2 3 5 6
8su1p,1 2 5 6 7
8svc5,0 5 6 7 8
8sxj6,1 2 5 6
8t6sg,0 2 5 6 8
8te1j,1 2 5 6 8
8tfgp,1 2 4 5 6 7
8thl9,1 2 3 4 5 6
8tixg,1 2 5 6 8
8tpw4,1 2 3 5 6 8
8tqnd,0 1 2 4 5 6
8turr,2 5 6 8
8tvfh,2 5 6 8
8ua34,1 2 5 6 8
8uhqa,0 2 4 5 6
8uiug,1 2 5 6
8uur0,0 8
8v4l3,1 2 3 5 6 8
8vs4l,2 3 5 6
8vsnm,0 2 5 6 8
8w266,1 2 5 6
8w76t,0 1 2 5 6 8
8wfqr,0 1 5 6 8
8wg0i,1 2 5 6
8wjeu,0 6 8
8ws9p,2 5 6
8wuhw,1 2 4 5 6 7
8wzdy,1 2 4 5 6 8
8x404,1 2 4 5 6
8x440,1 2 5 6
8x7rj,1 2 3 5 6 8
8xeg2,5 6 8
8xo91,1 2 4 5 6
8xtaz,1 2 4 5 6
8y0m1,2 4 5 6
8y4m4,1 2 3 5 6 8
8yb6s,1 2 4 5 6
8yd82,1 2 3 5 6 8
8yj9c,1 2 4 5 6 8
8yk2i,1 2 3 5 6 8
8yloo,0 1 2 5 6 7 8
8yp58,1 2 5 6 8
8yq87,1 2 5 6 7
8ytdo,1 2 3 5 6 8
8ytzq,1 2 3 5 6
8z19h,2 5 6 8
8z5r5,2 3 5 6
8z9sn,0 2 5 6 7
8zlu5,0 2 4 5 6
8zms4,2 5 6
8zp2v,2 6 8
8zylu,1 2 3 5 6
8zz3e,1 2 3 5 6 8
90hzn,1 2 5 6 8
90q7u,2 5 6
90qvn,1 2 3 5 6 8
90tkb,0 6 8
90vlj,1 2 5 6 8
918y8,1 2 5 6
91au6,0 5 8
929qe,0 4 8
92f86,1 2 6 8
92nv0,0 2 5 6 8
92pve,1 2 3 4 5 6 7
933c0,0 2 5 6 8
9358x,1 2 3 5 6
935nc,1 2 4 5 6
937xn,1 2 5 6 8
93jrn,1 2 5 6 8
93m2p,0 8
93or6,1 2 4 5 6
93pdv,1 2 3 5 6 8
93s7w,2 3 5 6 8
93u8s,1 2 5 6
93vg2,0 6 7 8
9428a,0 2 5 6 8
943oy,1 2 5 6 8
944mt,0 3 4 5 6 8
945fi,0 1 2 3 5 6 8
945nh,0 2 5
949wl,1 2 4 5 6 8
94d0u,2 3 5 6 8
94mst,1 2 4 5 6
950tn,0 3 5 6 8
953i0,2 3 5 6
95kyx,1 2 5 6 7
95own,1 2 5 6 8
95xfz,1 2 3 5 6 8
95yn1,1 2 4 5 6 7
961v2,1 2 5 6
966ya,0 2 4 5 6
969l6,0 2 4 5 6
96a8e,0 2 5 6 7
96cy9,0 8
96pgi,0 5 8
96xnn,1 2 3 4 5 6
9732c,0 8
977om,1 2 3 4 5 6 7
97aba,0 1 2 5 6 8
97ex5,0 6 8
97frg,0 2 5 6 8
97ful,1 2 6 8
97g8o,0 6 8
97qci,1 2 5 6 7
97spw,1 2 3 5 6
9820o,2 3 5 6 8
9828r,2 5 6
982v3,1 2 4 5 6 8
986uq,2 5 6
98a5j,1 2 3 5 6 8
98b00,0 5 6 8
98fp6,1 2 5 6
98ftq,1 2 5 6 7 8
98pl8,2 3 5 6 8
98q6v,2 5 6 7 8
998wf,0 1 2 5 6 8
99ish,1 2 5 6 8
99pr6,1 2 5 6
99w47,0 5 6 8
99xak,1 2 5 6
9a1ep,1 2 5 6
9a4um,1 2 8
9afo2,2 4 5 6
9ag1m,1 2 3 5 6 8
9akje,0 8
9alsk,1 2 4 5 6
9ao0m,2 5 6 7 8
9aoul,0 2 6 8
9apiv,1 2 4 5 6 7
9awrm,1 2 5 6
9ayr8,2 5 6 8
9b47v,2 3 5 6
9bfqp,0 1 2 3 5 6
9bl0y,5 6 8
9bm9a,1 2 4 5 6 7
9brl4,0 8
9bznm,2 5 6 8
9c5e5,1 2 5 6
9ck61,0 1 6 8
9cnyk,1 2 5 6 8
9cw32,1 2 5 6 8
9d1qv,0 3 8
9d4nc,0 8
9d68v,1 2 5 6 8
9d69w,2 4 5
9d8jy,2 3 5 6 8
9dd0v,1 2 3 5 6 8
9ddif,2 3 5 6
9djsk,0 1 2 5 8
9dmc4,0 1 2 5 6 8
9dtpk,0 1 2 5 6 8
9dut8,1 2 4 5 6
9dv6h,0 1 2 4 5 6
9dyd1,0 8
9e6p9,1 2 4 5 6 7 8
9e7jl,0 3 8
9ehqv,0 2 5 6
9ei2s,1 2 5 6 8
9eie2,0 5 6 8
9epip,2 4 5 6
9eq32,1 2 5 6 8
9er4l,1 2 3 5 6 8
9etiu,0 8
9eueq,1 2 5 6
9exi2,1 2 4 5 6 7
9ezd9,0 1 2 4 5 6 8
9f12y,0 1 2 5 6 8
9f9c3,1 2 5 6 7 8
9f9vw,0 1 2 4 6 8
9fbcp,1 2 4 5 6 8
9fdui,2 6 8
9ffyk,0 1 2 5 6 8
9fgb1,0 1 2 5 6 8
9fkv6,0 5 6 8
9ftbc,2 3 5 6 8
9fu4j,0 1 2 4 5 6 7 8
9g2ex,0
9g35p,0 1 2 5 6 8
9g7fe,
9gfjv,1 2 5 6
9girz,1 2 4 5 6 7
9gj0g,0 5 6 8
9gjib,0 2 5 6 8
9go5o,1 2 5 6 8
9gpjb,1 2 4 5 6 8
9gqqi,0 1 2 5 6 8
9gspk,0 1 2 5 6 8
9gy9k,0 2 5 6
9h20k,1 2 3 5 6 8
9h3pj,1 2 5 6
9h9s9,0 8
9hc9i,0 1 2 4 5 6 7
9hgzm,1 2 5 6 7
9hmfl,0 8
9hpyv,1 2 5 6
9hu0n,1 2 4 5 6
9hx7t,1 2 3 5 6 8
9hz13,1 2 5 6
9i3gs,1 2 4 5 6 7
9i5mw,0 1 2 5 6 8
9id0b,2 5 6 8
9iems,0 3 5
9im2h,1 2 5 6 7 8
9ixod,0 1 2 3 5 6
9j1y3,0 1 2 5 6 8
9j2ym,1 2 5 6 7 8
9j75v,1 2 4 6
9jg93,2 3 5 6 8
9jm8h,1 2 3 5 6
9jr6m,0 3 5 6
9jxod,2 5 6 8
9jzem,1 2 6 8
9k24m,1 2 5 6 7
9k7kn,0
9kafd,0 3 8
9kb3b,1 2 5 6 8
9kd5z,2 5 6 8
9kdwp,2 5 6
9kj6g,0 1 2 5 6 8
9kmhq,2 5 6
9knn7,1 2 4 5 6 7
9ku2n,0 1 2 5 6 8
9l9tx,2 4 5 6 7 8
9lju1,1 2 5 6 7
9lkqx,1 2 4 5 6
9lqaj,1 2 3 5 6 7
9ltll,1 2 5 6
9lydb,0 8
9m2dq,0 1 2 3 5 6 8
9m2kh,0 1 2 5 6
9m65c,2 5 6 8
9m83t,1 2 5 6
9m8o9,0 2 5 6 8
9m9jq,1 2 3 5 6
9mant,1 2 4 5 6 7
9mb90,1 2 4 5 7
9mdow,1 2 3 5 6 8
9mfry,1 2 4 5 6
9mgz7,1 2 5 6 8
9mhrp,0 8
9mi03,1 2 4 5 6
9mn59,1 2 5 6 8
9mo3d,1 2 4 5 6
9msmu,1 2 5 6 8
9mu01,2 5 6
9mzt0,1 2 5 6 8
9n127,0 1 2 5 6 8
9n1cb,0 1 2 4 5 6 8
9n53g,1 2 5 6
9n55a,0 2 3 5 6
9norj,1 2 5 6 8
9novp,1 2 4 5 6
9nvye,1 2 5 6 7
9nxhx,2 5 6 8
9o2np,0 1 2
9o6es,1 2 5 6 8
9o6qt,1 2 5 8
9objq,1 2 4 5 6 7
9oe0c,0 1 8
9oj9j,1 2 4 5 6
9onuj,1 2 5 6 7
9p1f4,1 2 5 6 8
9p1oc,0 1 2 5 6
9p298,0 1 2 5 6
9ph5y,0 8
9pigl,1 2 4 5 6
9pld3,2 5 6 8
9ppav,8
9puny,1 2 5 6
9pv1g,1 2 3 5 6
9q055,2 6 8
9q724,0 1 2 5 6 8
9qdi8,0 8
9qdsb,1 2 4 5 6
9qf68,1 2 3 4 5 6
9qh19,1 2 4 5 6
9qiuf,0 1 2 4 5 6
9qoa9,1 2 4 5 6 7
9r14z,2 5 6
9r67s,0 1 2 5 6
9rbl7,0 1 2 6 8
9rbvr,1 2 5 6 8
9ri03,1 2 5 6
9rln4,0 2 5 6 8
9ro98,1 2 5 6 8
9rtp8,0 6 8
9ruxa,0 1 2 3 5 6 8
9s1ax,0 2 5 6 8
9s8uo,1 2 3 5 6 8
9samo,1 2 5 6
9se60,1 2 4 5 6 7
9sg3j,1 2 3 5 6 8
9soxw,0 1 2 5 6
9sq83,0 3 5 6 8
9svr8,2 5 6
9t10u,1 2 5 6 8
9t2uw,0 2 5 6 8
9tb9b,1 2 4 5 6
9tji4,1 2 4 5 6 8
9tjrw,1 2 5 6 8
9tl60,2 4 5 6 8
9tsmn,1 2 5 6 8
9uavf,0 1 2 5 6
9ue7h,1 2 4 5 6 7
9ufbs,1 2 4 5 6 7
9ujdn,1 2 4 5 6
9unll,1 2 4 5 6 8
9uyzb,1 2 5 6
9v8xm,1 2 5 6
9vcrx,1 2 5 6
9vdsc,0 1 2 5
9vqkt,0 5 6 8
9vue5,2 5 6
9w11r,0 2 5 6 8
9w2ak,1 2 5 6 8
9w2ne,1 2 5 6 8
9w5tl,0 5 8
9wd6m,1 2 3 5 6 8
9wo0w,0 1 2 5 6 8
9wxhe,0 2 5 6 8
9x4v6,2 5 6 8
9x5gw,1 2 4 5 6
9xgq0,6 8
9xhs9,2 6 8
9xizn,2 4 5 6
9xo1p,0 8
9xoe3,1 2 4 5 6 7 8
9xotj,1 2 5 6
9xror,2 3 5 6
9xu65,0 1 2 5 6 8
9y141,0 8
9y9nn,0 1 2 4 5 6 8
9ykty,1 2 5 6 8
9ym2z,1 2 5 6 7
9yoe7,1 2 3 4 5 6 7
9yp77,0 1 2 5 6 8
9yqa2,0 8
9yqil,0 2 5 6 8
9yqnk,1 2 6 8
9yv1n,0 2 4 5 6 7 8
9z0c7,2 5 6 8
9z3ln,1 2 4 5 6
9z4n1,1 2 4 5 6 8
9z8yz,1 2 3 5 6
9zdj7,2 3 5 6 8
9zne4,0 1 2 5 6
9ztzd,1 2 5 6
9zzgw,0 1 2 5 6
a0015,0 1 2 5 6 8
a00aq,1 2 5 6
a00e8,2 5 6 8
a010d,0 2 3 5 8
a0178,1 2 5 6 8
a0bfs,1 2 5 6 8
a0d3v,0 1 2 5 6 8
a0e7j,0 2 5 6 8
a0h67,2 5 6
a0llc,1 2 4 5 6 7
a0lve,1 2 5 6
a0nqx,1 2 3 5 6
a0p49,1 2 3 5 6
a0wtn,1 2 5 6 8
a19he,1 2 4 5 6
a1c4u,0 1 2 5 6
a1d5w,0 1 2 5 6 7 8
a1fb1,1 2 3 5 6 8
a1k6w,1 2 5 6
a1p0m,0 1 2 5 6 8
a1pk8,0 1 2 5 6 8
a2663,1 2 4 5 6
a2ac7,1 2 5 6 8
a2bgo,2 3 4 5 6
a2cl0,0 1 2 4 5 6 7
a2i78,1 2 5 6
a2kry,0 1 2 5 6
a2s7m,1 2 3 5 6 8
a2tyo,1 2 4 5 6 7
a32py,1 2 4 5 7 8
