business_id,class1,class2,class3,class4,class5,class6,class7,class8,class9
j6cdk,0,0,1,1,0,1,1,0,1
j6mv0,0,0,1,1,0,1,1,1,1
j6vdi,0,0,0,1,0,1,1,0,1
j72lv,0,0,1,1,0,1,1,0,1
j7a0j,0,0,0,0,0,1,1,0,1
j7sq8,0,0,1,1,0,1,1,0,1
j7tn0,0,0,1,1,1,1,1,1,0
j7u5g,0,0,1,1,0,1,1,0,1
j7xwz,0,0,1,1,1,1,1,0,1
j8b08,0,0,0,1,0,0,0,0,1
j8cwh,0,0,0,1,0,1,1,0,1
j8e7a,0,1,1,1,0,1,1,0,1
j8w2t,0,0,1,1,0,1,1,0,0
j8zdc,0,0,0,1,0,1,1,0,1
j91ph,0,0,0,1,0,0,0,0,1
j97a3,0,0,1,1,0,1,1,0,1
j9hvi,0,0,0,0,0,1,0,0,1
j9jcy,0,0,1,1,0,1,1,0,1
j9nti,0,1,1,0,1,1,1,0,0
j9plq,0,1,1,0,0,1,1,1,0
ja5n0,0,0,0,1,0,1,1,0,1
ja6p0,0,0,1,0,0,1,1,0,1
ja6yf,0,0,0,1,1,1,1,0,1
ja92r,0,0,0,1,0,1,1,0,1
jab0t,0,0,1,1,0,1,1,0,1
jae1v,0,0,1,1,0,1,1,0,1
jag3x,0,1,1,1,1,1,1,1,0
jahdz,0,0,0,1,0,1,1,0,1
jaogr,0,0,1,1,0,1,1,0,1
japh5,0,0,0,1,0,1,1,0,1
jargk,0,0,0,1,0,1,1,0,1
jas36,0,0,1,1,1,1,1,0,1
jauqt,0,1,1,1,0,1,1,1,0
jayn7,0,1,1,1,0,1,1,1,1
jbax3,0,0,1,1,0,1,1,0,1
jbfp7,0,0,1,1,0,1,1,0,1
jbggt,0,0,0,1,0,0,1,0,1
jbjpo,0,0,0,0,0,0,1,0,1
jblze,0,0,1,1,0,1,1,0,1
jbtgi,0,0,1,0,0,1,1,0,1
jc0c0,0,0,1,1,0,1,1,0,1
jcaeo,0,0,0,0,0,1,1,0,0
jcczi,0,0,1,1,0,1,1,0,1
jce1v,0,0,1,1,0,1,1,0,0
jckyd,0,0,1,0,0,1,1,0,0
jcodt,0,0,1,1,1,1,1,1,0
jcsoz,0,0,0,1,0,1,1,0,1
jctgy,0,0,1,1,0,1,1,0,1
jcumm,0,0,1,0,1,1,1,0,0
jd2df,0,0,1,1,0,1,1,1,1
jd9ky,0,0,1,1,0,1,1,0,1
jdc0u,0,0,1,1,0,1,1,0,0
jddiu,0,0,0,1,0,1,1,0,1
jdec1,0,0,1,1,1,1,1,0,1
jdfls,0,0,1,1,0,1,1,0,1
jdkys,0,0,0,1,0,1,1,0,1
jdlqn,0,1,1,0,1,1,1,0,0
jdnqj,0,0,1,1,1,1,1,1,0
jdou5,0,0,0,1,0,1,1,0,1
jdpzg,0,0,1,1,0,1,1,0,0
jdswt,0,0,1,1,0,1,1,0,1
jduds,0,0,1,1,0,1,1,0,1
jdz6s,0,0,1,1,0,1,1,0,1
je655,0,0,0,1,0,1,0,0,0
je74r,0,0,1,1,0,1,1,0,1
jen2y,0,1,1,1,0,1,1,1,0
jeoeh,0,1,1,1,1,1,1,0,0
jepau,0,0,1,1,0,1,1,0,0
jf6ii,0,1,1,1,1,1,1,1,0
jf6ys,0,0,1,1,0,1,1,0,0
jfa95,0,0,0,1,0,0,0,0,1
jfgxb,0,0,1,1,0,1,1,0,1
jfhon,0,0,0,1,0,1,1,0,1
jfmrh,0,0,0,1,0,1,1,0,1
jfoe6,0,0,0,1,0,0,1,0,1
jfrdl,0,0,0,1,0,1,1,0,1
jfuz5,0,1,1,1,1,1,1,1,0
jg00g,0,0,1,1,0,1,1,0,1
jg0zo,0,1,1,1,0,1,1,0,0
jg3i4,0,0,1,1,0,1,1,0,1
jg3nn,0,0,1,1,0,1,1,0,1
jg4tu,0,1,1,0,1,1,1,1,0
jgiur,0,0,1,1,0,1,1,0,1
jgu36,0,1,1,1,0,1,1,0,0
jh2so,0,0,1,1,0,1,1,0,0
jh38t,0,0,1,0,0,1,1,0,0
jhgoy,0,0,1,1,0,1,1,0,1
jhsta,0,1,1,1,1,1,1,1,0
jhvd6,1,0,1,0,0,1,1,0,1
jhx1q,0,0,1,1,0,1,1,0,0
ji0oj,0,0,1,1,0,1,1,0,0
ji3h6,0,0,1,1,1,1,1,0,1
ji6qx,0,0,1,1,0,1,1,0,1
jiaeb,0,0,1,1,0,1,1,0,1
jijdw,0,1,1,1,0,1,1,0,1
jikdj,0,0,1,1,0,1,1,0,1
jinut,0,0,1,1,0,1,1,0,1
jir7g,0,0,1,1,0,1,1,0,1
jirro,0,0,1,1,0,1,1,0,1
jiv3n,0,1,1,1,1,1,1,1,0
jj5ei,0,0,0,1,0,1,0,0,1
jjbdq,0,0,1,1,0,1,1,0,1
jjcsa,0,1,1,1,0,1,1,0,0
jjhtf,0,0,0,1,0,1,1,0,1
jjifr,0,0,1,1,0,1,1,0,1
jjjrx,1,0,0,1,0,1,1,0,1
jk5uv,0,0,1,1,0,1,1,0,0
jk6y6,0,0,1,0,0,1,1,0,0
jkaqn,0,0,1,1,0,1,1,0,1
jkf3u,0,0,0,1,0,1,1,0,1
jkrnn,0,0,0,1,0,1,1,0,1
jl3w6,0,0,1,1,0,1,1,0,1
jl6fc,0,0,1,1,0,1,1,0,1
jl9fi,0,0,0,1,0,1,1,0,1
jla7t,0,1,1,1,0,1,1,0,0
jlcou,0,1,1,0,1,1,1,0,1
jlhmp,0,0,1,1,0,1,1,0,1
jli6r,0,0,0,1,0,0,0,0,1
jljn2,0,0,1,1,0,1,1,0,1
jllms,0,0,1,1,0,1,1,0,1
jls2y,0,0,1,1,0,1,1,0,1
jls8x,0,0,1,1,0,1,1,0,1
jm9z8,0,0,0,1,0,1,1,0,0
jmksj,0,0,1,0,0,1,1,0,1
jmn77,0,0,1,1,0,1,1,0,1
jmpvm,0,0,0,1,0,1,1,0,1
jmqst,0,0,1,1,0,1,1,0,1
jmwmk,0,0,1,1,0,1,1,0,0
jndjz,0,0,1,1,0,1,1,0,1
jneyn,0,0,0,0,0,1,1,0,1
jnn71,0,1,1,1,0,1,1,0,0
jnp4m,0,0,0,1,0,1,1,0,1
jnyud,1,0,0,0,0,0,0,0,1
jo0f8,0,0,1,1,1,1,1,1,0
jocu5,0,1,1,1,0,1,1,0,0
jof9h,0,0,0,1,0,1,0,0,1
johbm,0,0,1,0,0,1,1,0,1
johns,0,1,1,1,1,1,1,0,0
jolfh,0,0,1,0,0,1,1,0,0
jom4o,0,0,1,1,0,1,1,0,1
jpgt7,0,0,1,1,0,1,1,0,1
jphbq,0,0,1,1,0,1,1,0,1
jpjr6,0,0,1,1,0,1,1,0,0
jpkdy,1,1,1,0,0,1,1,1,1
jpsz1,0,0,0,1,0,0,1,0,1
jpwiy,0,1,1,1,0,1,1,0,1
jq3ql,0,0,1,1,0,1,1,0,1
jq693,0,0,1,1,0,1,0,0,1
jq7nt,0,1,1,0,0,1,1,1,1
jqg1b,0,1,1,1,1,1,1,1,0
jqq5q,0,0,0,1,0,1,1,0,1
jqtaf,0,0,0,1,0,0,0,0,1
jqxkz,0,0,1,1,0,1,1,1,0
jr2w8,0,1,1,1,1,1,1,1,0
jr3fk,0,0,1,1,0,1,1,0,1
jra86,0,0,1,1,0,1,1,0,1
jraec,0,1,1,1,0,1,1,0,0
jre9u,0,0,1,1,0,1,1,0,1
jrk8c,0,0,0,0,0,1,1,0,1
jrpag,0,0,1,1,0,1,1,0,1
js3ce,0,1,1,1,0,1,1,0,1
js6o0,0,1,1,1,0,1,1,0,0
jsh7j,0,1,1,0,0,1,1,0,0
jsnxk,1,0,0,1,0,1,1,0,1
jstiq,0,0,1,0,0,1,1,0,0
jsvvp,0,0,1,1,0,1,1,0,1
jt5qz,0,1,1,1,1,1,1,0,0
jtc92,0,0,1,1,0,1,1,0,1
jteew,0,0,1,0,0,1,1,0,0
jtfll,0,0,0,1,0,1,1,0,1
jtld0,0,0,1,0,0,1,1,0,1
jtmml,0,0,1,0,0,1,1,0,1
jtz44,0,0,0,1,0,1,1,0,1
ju3uo,0,0,1,1,0,1,1,0,1
ju4ol,1,0,0,1,0,0,0,0,1
ju75x,0,0,1,0,0,1,1,0,1
jubx3,0,0,1,1,0,1,1,0,0
jucp7,0,0,1,1,0,1,1,0,1
jueyp,0,1,1,1,1,1,1,1,0
jug0f,0,1,1,1,1,1,1,0,0
juhxn,0,1,1,1,0,1,1,0,0
juqro,0,1,1,0,0,1,1,0,1
jv0pr,0,0,1,1,0,1,1,0,1
jv0t3,0,0,1,1,0,1,1,0,0
jv5ku,0,1,1,1,1,1,1,0,0
jvcrf,0,0,0,1,0,1,1,0,1
jvi9q,0,0,1,0,0,1,1,0,1
jvmkn,0,0,1,1,0,1,1,0,1
jvq9x,0,1,1,1,1,1,1,1,0
jw0jr,0,0,1,1,0,1,1,0,1
jw47c,0,0,1,1,0,1,1,0,0
jw6x1,0,0,1,1,0,1,1,0,1
jw8xg,0,0,1,1,0,1,1,0,1
jw9pc,0,0,1,1,0,1,1,0,1
jwbus,0,0,1,1,0,1,0,0,1
jwg2r,0,0,1,0,0,1,1,0,1
jwj24,0,0,1,1,0,1,1,0,0
jwjvm,0,0,0,1,0,1,1,0,0
jwock,0,0,0,1,0,1,1,0,1
jwqx3,0,0,1,1,0,1,1,0,1
jwtv4,0,0,1,1,0,1,1,0,1
jwxbk,0,0,0,0,0,1,1,0,1
jx332,0,0,1,1,0,1,1,0,1
jx4a8,0,1,1,1,1,1,1,1,0
jx7sn,0,0,0,0,0,0,0,0,1
jx9nv,0,0,1,0,0,1,1,0,0
jxidb,0,0,1,1,0,1,1,0,1
jxj0y,0,1,1,1,0,1,1,0,0
jxl3b,0,0,1,1,0,1,1,0,0
jxope,0,0,1,1,0,1,1,0,1
jxps5,0,1,1,1,1,1,1,0,1
jxrcy,0,1,1,0,0,1,1,0,1
jxrht,1,0,0,0,0,0,0,0,1
jxt7l,0,0,1,1,0,1,1,0,0
jxtvt,0,1,1,1,1,1,1,1,0
jy0r9,0,0,1,1,0,1,1,0,1
jy1n0,0,0,1,1,0,1,1,0,1
jy83v,0,0,1,1,0,1,1,0,1
jyaex,0,0,1,1,1,1,1,0,0
jycnt,0,0,1,1,0,1,1,0,0
jyfjt,0,0,1,0,0,1,1,0,1
jyhdu,0,0,1,1,1,1,1,0,0
jyjci,0,0,0,1,0,1,1,0,1
jytxh,0,0,1,1,0,1,1,1,0
jyvhr,1,0,0,1,0,0,0,0,1
jyvqv,0,0,1,1,0,1,1,0,1
jywof,0,0,0,1,0,1,1,0,1
jza3m,0,1,1,1,1,1,1,1,1
jzc1n,0,0,1,1,0,1,1,0,1
jzhwo,0,0,0,1,0,0,0,0,1
jzs8y,0,0,1,1,0,1,1,0,1
jzu35,0,0,1,1,0,1,1,0,0
jzvzd,0,0,1,1,0,1,1,0,1
jzwmm,0,0,1,1,0,1,1,0,1
k0kdg,0,0,1,1,0,1,1,0,1
k0knx,0,0,1,1,0,1,1,0,1
k0ndx,0,0,1,0,0,1,1,0,1
k0oqs,0,1,1,1,1,1,1,1,0
k0snc,0,0,1,1,0,1,1,0,1
k0zf8,0,1,1,1,0,1,1,0,1
k0zyr,1,0,0,1,0,0,0,0,1
k1ln0,0,0,0,1,0,0,1,0,1
k1nsf,0,0,0,1,0,1,1,0,1
k1vmn,0,0,1,1,0,1,1,0,0
k28eh,0,1,1,1,1,1,1,1,0
k2bgf,0,0,1,1,0,1,1,1,1
k2d24,0,0,1,1,0,1,1,0,1
k2hte,0,0,1,1,0,1,1,0,0
k2ofm,0,0,1,1,0,1,1,0,0
k2swu,0,0,1,1,0,1,1,1,0
k2xu7,1,0,0,1,0,1,1,0,1
k31j7,0,0,1,1,0,1,1,0,1
k31uv,0,0,1,1,0,1,1,0,1
k329a,0,0,0,1,0,1,1,0,1
k33i4,0,0,1,1,0,1,1,0,0
k361w,0,0,0,1,0,1,1,0,1
k396v,0,0,1,1,0,1,1,0,1
k3b9b,0,0,1,1,0,1,1,0,0
k3bxr,1,1,0,0,0,1,1,0,1
k3ffi,0,0,1,1,0,1,1,0,0
k3lhq,0,0,1,1,0,1,1,0,0
k41iq,0,0,1,0,0,1,1,0,0
k43tm,0,0,1,1,0,1,1,1,0
k4cjs,0,1,1,1,1,1,1,0,0
k4jj5,0,0,0,1,0,1,1,0,1
k4q0l,0,0,1,1,1,1,1,0,0
k4qbn,0,0,1,0,0,1,1,0,1
k4r3l,0,1,1,1,0,1,1,0,0
k4si8,0,1,1,1,1,1,1,1,1
k4tcx,0,0,0,0,0,0,0,0,1
k4vuh,0,0,1,1,0,1,1,0,0
k4y2s,0,0,1,0,0,1,1,0,1
k53ig,0,0,0,1,0,0,1,0,1
k53wi,0,0,0,1,0,1,0,0,1
k5apx,0,1,1,1,1,1,1,1,0
k5d7f,0,0,1,0,0,1,1,0,1
k5f2r,0,0,1,1,0,1,1,0,1
k5g8l,1,0,0,0,0,0,0,0,1
k5hhq,0,0,0,1,0,1,1,0,1
k5keb,0,0,0,1,0,1,1,0,1
k5p87,0,0,1,0,0,1,1,0,1
k5s5a,0,0,0,1,0,0,0,0,1
k60qv,0,0,1,0,0,1,1,0,0
k68dd,0,1,1,1,1,1,1,0,1
k6btl,0,0,0,1,0,0,1,0,1
k6n1o,0,1,1,0,0,1,1,0,1
k6p19,0,0,1,0,0,1,1,0,1
k6r2k,0,0,1,1,0,1,1,0,0
k6vjz,0,0,1,0,0,1,1,0,1
k6xv9,0,0,1,1,0,1,1,0,1
k6ysz,0,0,1,1,0,1,1,0,1
k6yw0,0,1,1,1,1,1,1,1,0
k70d0,0,1,1,1,1,1,1,1,0
k741d,0,0,1,1,0,1,1,0,1
k7rk0,0,0,0,0,0,0,1,0,1
k7zhl,0,0,1,0,0,1,1,0,1
k81ki,0,0,0,1,0,1,1,0,1
k839d,0,0,1,1,0,1,1,1,1
k84i1,0,0,1,1,0,1,1,0,1
k8c6i,0,0,1,1,1,0,1,0,1
k8ey6,0,0,1,1,0,1,1,0,1
k8gwr,1,0,0,0,0,0,0,0,1
k8ivd,0,1,1,1,1,1,1,0,1
k8my2,0,0,1,1,0,1,1,0,1
k8s60,0,0,0,1,1,1,0,0,1
k8s6m,0,0,0,1,0,1,1,0,1
k8tf1,1,0,1,0,0,0,1,0,1
k8wa0,0,1,1,1,1,1,1,0,0
k91q2,0,0,0,1,0,0,0,0,1
k9258,0,0,0,1,0,1,1,0,1
k94kx,0,0,1,1,0,1,1,0,1
k95uk,0,0,1,0,0,1,1,0,1
k9a8g,0,0,1,1,0,1,1,0,0
k9gmh,0,0,0,0,0,1,1,0,1
k9hdy,0,1,1,1,0,1,1,0,1
k9hi4,0,1,1,1,0,1,1,0,1
k9k6i,0,0,1,1,0,1,1,0,1
k9mov,0,0,0,1,0,1,1,0,1
k9nan,0,0,1,1,0,1,1,0,1
ka9kr,0,0,0,1,0,0,1,0,1
kadvj,0,0,1,1,0,1,1,0,1
kaewf,0,0,1,1,0,1,1,0,1
kaib7,1,1,0,0,0,1,1,0,1
kapqw,0,0,1,0,0,1,1,0,0
kb8d1,0,0,1,1,1,1,1,0,0
kbf5z,0,0,0,1,0,1,1,0,1
kbom0,0,1,1,1,1,1,1,0,0
kbxn8,0,0,1,1,0,1,1,0,1
kc8jl,0,0,1,1,0,1,1,0,1
kcb15,0,0,1,1,1,1,1,1,0
kceke,0,0,1,0,0,1,1,0,0
kcesm,0,0,1,0,0,1,1,0,0
kcg9n,0,0,1,1,0,1,1,0,1
kcilc,0,0,0,1,0,1,0,0,1
kcr07,0,0,0,0,0,1,1,0,1
kcui3,0,0,1,1,1,1,1,0,1
kd8do,1,0,0,0,0,0,0,0,1
kdaxu,0,0,1,1,1,1,1,0,0
kdi6e,0,0,1,1,1,1,1,0,0
kdlxs,0,0,1,1,0,1,1,0,1
kdt0c,0,0,1,0,0,1,1,0,1
kdtdh,0,1,1,1,1,1,1,1,1
ke186,1,0,0,0,0,0,0,0,1
ke4pq,0,0,1,1,0,1,1,0,1
ke8p1,0,0,1,1,0,1,1,0,1
kebv4,0,0,0,0,0,0,0,0,1
kef9m,0,0,1,1,0,1,1,0,1
kegg7,0,0,1,0,0,1,1,0,0
keqoa,0,0,0,1,0,1,1,0,1
kexj7,0,0,1,1,0,1,1,0,1
kezns,0,0,1,0,0,1,1,0,0
kf76a,0,0,1,1,0,1,1,0,1
kfa56,0,0,0,0,0,0,0,0,1
kfeo9,0,0,0,1,0,1,1,0,1
kfevf,0,0,0,1,0,1,1,0,1
kfg1y,0,0,0,1,0,1,1,0,1
kfh6v,0,0,1,1,0,1,0,0,1
kfsdv,0,0,0,1,0,1,0,0,1
kfv5e,0,0,0,1,0,1,0,0,1
kfyxt,0,0,0,1,0,1,0,0,1
kg0ts,0,0,1,1,0,1,1,0,0
kg5pq,1,0,0,1,0,0,0,0,1
kgf7c,0,0,0,1,0,0,0,0,1
kgg43,0,1,1,1,1,1,1,0,1
kghww,0,0,1,1,1,1,1,0,0
kh5v8,0,0,0,1,0,0,1,0,1
kha7o,0,1,0,1,0,1,1,0,1
khbkf,0,0,1,1,0,1,1,0,1
kheid,0,0,1,1,0,1,1,0,0
kheqz,0,0,0,1,0,0,0,0,1
khpcz,0,0,1,1,0,1,1,0,1
khriv,0,0,1,1,0,1,1,0,1
khs7y,0,1,1,1,0,1,1,0,1
kht3c,0,1,0,1,1,1,1,0,1
khwol,0,0,1,1,0,1,1,0,1
khzqi,0,0,0,1,0,1,1,0,1
ki1vy,0,0,1,1,1,1,1,0,0
ki51z,1,0,0,0,0,1,0,0,1
ki6vz,0,0,0,1,0,0,0,0,1
ki7l6,0,0,0,1,0,0,0,0,1
ki855,0,0,1,1,0,1,1,0,1
kib3n,0,0,1,1,0,1,1,0,1
kiivp,0,0,1,1,0,1,1,0,0
kikq6,0,0,1,1,0,1,1,0,1
kilbi,0,1,1,1,1,1,1,1,0
kiodv,0,0,0,1,0,1,0,0,1
kisrw,0,0,1,1,0,1,1,0,1
kivuz,0,1,1,1,1,1,1,0,0
kixz8,0,0,0,1,0,1,1,0,1
kizrk,0,0,0,1,0,1,1,0,0
kjfh6,0,1,1,1,0,1,1,0,0
kjgqc,0,0,1,0,0,1,1,0,0
kjsa1,0,0,1,1,1,1,1,0,0
kk1ty,0,0,1,1,0,1,1,0,1
kk35v,0,0,0,1,0,1,0,0,1
kk6n0,0,0,1,1,1,1,1,1,0
kkefr,0,0,1,0,0,1,1,0,1
kkl9u,0,0,0,1,0,1,1,0,1
kko44,0,0,0,1,0,1,0,0,1
kkp27,0,0,1,1,0,1,1,0,1
kkrw9,0,0,1,1,0,1,1,0,1
kl0vz,0,0,1,1,0,1,1,0,1
kl1vl,0,0,0,1,0,1,0,0,1
kldx5,0,0,0,0,0,1,1,0,1
klp9v,0,0,0,1,0,1,0,0,1
klzqq,0,0,0,1,0,1,1,0,1
km22r,0,0,1,1,0,1,1,0,1
kmcn0,0,0,0,1,0,1,0,0,1
kmf4k,0,0,1,1,0,1,1,0,1
kmfyk,0,0,1,1,0,1,1,0,1
kmgky,0,0,1,1,0,1,1,0,1
kmsm1,0,0,1,1,0,1,1,0,1
kn19g,0,0,1,1,0,1,1,0,1
kn1w8,0,0,0,1,0,1,1,0,1
kn2ml,0,0,1,1,1,1,1,0,0
kn3n1,0,0,0,1,0,1,0,0,1
knbbr,0,0,1,1,0,1,1,0,1
knc3d,0,0,0,1,0,0,0,0,1
knh7d,0,0,0,1,0,1,0,0,1
knib0,0,0,1,1,0,1,1,0,1
knq24,0,0,1,1,0,1,1,0,0
knu47,0,0,1,1,1,1,1,1,0
ko9rf,0,0,1,1,0,1,1,0,0
kohxi,0,0,0,1,0,1,1,0,1
koxa6,0,1,1,1,0,1,1,1,1
kp01h,0,0,1,1,0,1,1,0,1
kp139,0,1,1,1,0,1,1,0,1
kpkhg,0,0,1,1,0,1,1,0,0
kpkwc,1,0,0,1,0,0,0,0,1
kpr7y,0,1,1,1,1,1,1,1,0
kpv3q,1,0,0,0,0,1,1,0,1
kpvjn,0,1,1,1,1,1,1,0,1
kq0j2,0,0,1,1,0,1,1,0,0
kq0vl,0,0,0,1,0,0,1,0,1
kq4nh,0,0,0,1,0,1,1,0,1
kq68m,0,1,1,1,0,1,1,0,1
kq70e,0,0,1,1,0,1,1,0,1
kqe89,0,0,1,1,0,1,1,0,0
kqfm6,1,0,0,0,0,1,1,0,1
kqhoe,0,0,1,1,0,1,1,0,1
kqqik,0,0,1,1,1,1,1,0,0
kqvk9,0,1,1,1,1,1,1,0,1
kqvq4,0,0,1,1,1,1,1,1,0
kr13n,0,0,0,1,0,1,1,0,1
kr2sc,0,0,1,1,1,1,1,0,0
kr45p,0,1,1,1,0,1,1,0,1
kr7hb,0,0,1,1,0,1,1,0,1
krd6y,0,0,1,0,0,1,1,0,1
krja3,0,0,1,1,0,1,1,0,1
krkoq,0,0,1,1,0,1,1,0,1
krtf5,0,0,0,1,0,1,1,0,1
ks9dl,0,0,1,1,0,1,1,0,1
ksbk5,0,0,1,0,0,1,1,0,0
kscx1,0,0,0,1,0,1,1,0,1
ksojm,0,0,0,1,0,1,0,0,1
kssts,0,1,1,1,0,1,1,0,1
ksx27,0,0,1,1,0,1,1,0,1
ktkqg,0,0,1,1,0,1,1,0,1
ktqy6,0,1,1,1,1,1,1,0,0
ktuuo,0,0,1,1,0,1,1,0,1
ktwgz,0,1,1,1,0,1,1,0,0
ktyk2,0,0,1,1,0,1,1,0,1
kuszq,0,0,1,0,0,1,1,0,1
kuxso,0,0,1,1,0,1,1,0,1
kuyu9,0,1,1,1,1,1,1,0,0
kv0ab,0,0,1,1,0,1,1,0,1
kv8ts,0,0,1,1,0,1,1,0,0
kvced,0,1,1,1,0,1,1,0,0
kvlcm,0,0,0,0,0,1,1,0,1
kvpti,0,0,1,1,0,1,1,1,1
kvtj9,0,0,1,0,0,1,1,0,1
kvv8o,0,1,1,1,0,1,1,1,0
kvx20,0,1,1,1,0,1,1,0,0
kw2oo,0,1,1,1,1,1,1,0,0
kw3py,0,0,1,0,0,1,1,0,1
kw7ak,0,0,1,1,0,1,1,0,1
kwapq,1,0,0,1,0,1,1,0,1
kwk3c,0,0,0,1,0,1,1,0,1
kwlye,0,0,1,1,0,0,1,0,1
kwvbf,0,0,0,1,0,0,0,0,1
kww3k,0,0,1,1,0,1,1,0,1
kwxar,0,0,0,1,0,0,0,0,0
kx3bz,0,0,0,1,0,1,1,0,1
kx4kg,0,1,1,1,1,1,1,1,0
kx8b6,0,0,0,0,0,1,1,0,0
kxek7,0,0,1,1,0,1,1,0,1
kxfoj,0,1,1,0,1,1,1,0,0
kxghm,1,0,0,0,0,0,0,0,1
kxjii,0,0,1,1,0,1,1,0,1
kxm7c,0,1,1,1,0,1,1,0,1
kxrob,0,0,1,1,0,1,1,0,1
kxt9a,0,0,1,1,1,1,1,1,0
kyklc,0,0,1,1,0,1,1,0,1
kykp2,0,0,1,1,0,1,1,0,1
kykse,0,0,1,1,0,1,1,0,1
kyy9m,0,0,1,1,0,1,1,0,1
kyyuh,0,0,1,1,0,1,1,0,1
kz0qh,0,1,1,0,0,1,1,1,0
kz6hl,1,0,0,1,0,0,0,0,1
kz7h4,0,0,1,0,0,1,1,0,0
kzdtr,0,0,1,1,0,1,1,0,1
kzr9p,0,0,0,1,0,0,0,0,1
l029s,0,1,1,1,1,1,1,0,0
l0ccn,0,0,1,1,0,1,1,0,1
l0dck,0,0,1,1,0,1,1,0,1
l0ip2,0,1,1,0,1,1,1,0,0
l0jfw,0,0,1,0,0,1,1,0,1
l0kib,0,0,0,1,0,1,1,0,1
l0kt7,0,0,1,1,0,1,1,0,1
l0ta0,0,1,1,0,1,1,1,0,0
l0u4e,0,0,1,1,1,1,1,0,1
l0xct,1,0,0,1,0,0,0,0,1
l0yln,0,0,1,1,0,1,1,0,1
l11ue,0,0,1,1,0,1,1,0,0
l18ez,0,0,1,1,0,1,1,0,1
l1a99,0,0,0,1,0,1,1,0,1
l1he0,0,0,1,1,0,1,1,0,0
l1lr1,0,0,0,1,0,1,1,0,1
l207d,0,1,1,0,0,1,1,0,0
l27dp,0,0,1,1,0,1,1,0,0
l27s5,0,0,1,1,0,1,1,0,1
l2ee2,0,0,1,1,0,1,1,0,1
l2ess,0,1,1,1,0,1,1,0,1
l2fm9,0,0,1,1,0,1,1,0,1
l2i8h,0,0,0,1,0,1,1,1,1
l2kpr,0,0,1,1,0,1,1,0,0
l2ou6,0,0,0,0,0,1,1,0,1
l2vu3,0,0,0,1,0,1,1,0,1
l2ze0,0,0,1,1,0,1,1,0,0
l30m8,0,0,0,1,0,1,0,0,1
l32ob,0,0,1,1,0,1,1,0,1
l36ak,0,0,1,1,0,1,1,0,1
l3a1x,0,0,1,1,0,1,1,0,1
l3bwf,0,1,1,1,1,1,1,1,0
l3by2,0,0,1,1,0,1,1,0,1
l3cea,0,1,1,1,0,1,1,0,0
l3dpf,0,0,0,0,0,1,1,0,1
l3g7w,0,0,1,1,1,1,1,0,1
l3gaa,0,0,0,1,0,1,1,0,1
l3hce,0,0,1,1,0,1,1,0,1
l3wea,0,0,1,1,0,1,1,0,0
l3y0b,0,0,1,1,1,1,1,0,1
l40nm,1,0,0,0,0,0,0,0,1
l41nr,0,0,1,1,1,1,1,0,0
l47gv,0,1,1,0,1,1,1,0,0
l4seu,0,0,1,1,1,1,1,1,0
l51pt,0,0,1,0,1,1,1,0,0
l55pn,0,0,1,1,0,1,1,0,1
l59fe,0,0,1,1,0,1,1,0,1
l5dzv,0,0,1,1,0,1,1,0,1
l5nvf,0,0,1,0,0,1,1,0,1
l5oqr,0,0,0,0,0,1,0,0,1
l5s03,0,1,1,1,0,1,1,1,1
l5wpt,0,1,1,1,0,1,1,0,0
l62m2,0,1,1,1,0,1,1,1,0
l647k,0,1,1,1,0,1,1,0,1
l65rs,0,0,0,1,0,1,1,0,1
l6ayw,0,0,1,1,0,1,1,0,1
l6d7f,0,1,1,1,1,1,1,1,0
l6hzo,0,0,0,1,1,1,0,0,1
l6s3h,0,0,1,1,0,1,1,0,1
l6win,0,0,0,1,0,1,1,0,1
l70si,0,0,1,0,0,1,1,0,0
l72xv,0,0,0,1,0,0,1,0,1
l7g1q,0,0,1,1,0,1,1,0,0
l7jid,0,0,1,1,0,1,1,0,1
l7sg8,0,0,1,1,0,1,1,0,1
l7wv2,0,0,1,1,0,1,1,0,1
l7zoy,0,1,1,1,1,1,1,0,0
l851z,0,0,1,0,0,1,1,0,1
l852l,0,1,1,0,0,1,1,0,0
l85vi,0,0,1,1,0,1,1,0,1
l88ns,0,0,1,0,0,1,1,0,1
l8ecp,0,0,1,1,1,1,1,1,0
l8f9e,0,0,1,1,0,1,1,0,0
l8fvq,0,0,1,1,0,1,1,0,1
l8nq5,0,0,1,1,1,1,1,1,0
l8o9g,0,0,0,1,0,1,1,0,1
l90qj,0,0,1,1,0,1,1,0,1
l91kq,0,0,1,1,1,1,1,0,1
l955p,0,0,1,1,0,1,1,0,1
l9hs4,0,0,1,1,0,1,1,0,1
l9jaq,0,0,0,1,0,1,1,0,1
l9kak,0,0,1,1,0,1,1,0,1
la0ur,0,0,1,1,0,1,1,0,1
la30r,0,1,1,1,1,1,1,0,0
la63z,0,0,1,1,0,1,1,0,1
la8yl,0,0,1,1,0,1,1,0,1
la9om,0,0,1,1,1,1,1,0,1
laal7,0,0,1,1,0,1,1,1,0
ladok,0,0,1,1,1,1,1,0,0
lahqp,0,0,1,1,0,1,1,0,1
lamj8,0,0,0,0,0,1,1,0,1
las99,0,0,1,1,1,1,1,0,1
lb7lt,0,0,0,1,0,1,0,0,1
lb821,0,0,1,1,0,1,1,0,1
lbew9,0,0,1,1,0,1,1,0,1
